PlayStation 2,155
Nintendo DS,154.020004272461
Nintendo Switch,122.550003051758
PlayStation 4,117.199996948242
PlayStation,102.48999786377
Wii,101.629997253418
PlayStation 3,87.4000015258789
Xbox 360,84
PlayStation Portable,82
Game Boy Advance,81.5100021362305
